ZIP,Year,earned_premium,earned_exposure,cat_fire_losses,noncat_fire_losses,CAT Cov A Smoke -  Incurred Losses,Non-CAT Cov A Smoke -  Incurred Losses,avg_fire_risk_score,avg_ppc,total_population,median_income,year_norm,year_sin,year_cos,premium_rolling_mean
92323,2021,12555,11.0,0,0,0,0,0.61,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,4383.333333333333
92324,2018,3647866,5255.96,160020,367689,0,2057,0.5175,2.9158333333333335,57049.0,69419.0,0,0.0,1.0,0.0
92324,2019,4358617,5917.67,0,74774,0,0,0.5325000000000001,2.904166666666667,57049.0,69419.0,1,1.0,6.123233995736766e-17,3647866.0
92324,2020,6132152,8312.0,38410,617559,98872,142,0.5566666666666666,,57049.0,69419.0,2,1.2246467991473532e-16,-1.0,4003241.5
92324,2021,6635954,8399.0,0,86255,10023,0,0.5983333333333333,,57049.0,69419.0,3,-1.0,-1.8369701987210297e-16,4712878.333333333
92325,2018,3093215,2917.2200000000003,0,355987,0,0,2.814,3.7079999999999997,9689.0,79254.0,0,0.0,1.0,0.0
92325,2019,3878134,3655.43,0,370269,0,0,2.919,3.6759999999999997,9689.0,79254.0,1,1.0,6.123233995736766e-17,3093215.0
92325,2020,6311691,5976.0,357000,586579,0,0,2.1966666666666668,,9689.0,79254.0,2,1.2246467991473532e-16,-1.0,3485674.5
92325,2021,7438452,6273.0,0,918675,0,0,2.216666666666667,,9689.0,79254.0,3,-1.0,-1.8369701987210297e-16,4427680.0
92326,2018,19776,11.76,0,0,0,0,2.9333333333333336,3.8366666666666664,16404.5,89916.0,0,0.0,1.0,0.0
92326,2019,12112,8.510000000000002,0,0,0,0,2.69,3.716666666666667,16404.5,89916.0,1,1.0,6.123233995736766e-17,19776.0
92326,2020,12484,8.0,0,0,0,0,1.495,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,15944.0
92326,2021,9650,6.0,0,0,0,0,1.3366666666666667,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,14790.666666666666
92327,2018,15791,23.64,0,0,0,0,0.27666666666666667,6.580000000000001,706.0,89916.0,0,0.0,1.0,0.0
92327,2019,16445,23.86,0,0,0,0,0.49,5.1675,706.0,89916.0,1,1.0,6.123233995736766e-17,15791.0
92327,2020,40782,65.0,0,0,0,0,0.4483333333333333,,706.0,89916.0,2,1.2246467991473532e-16,-1.0,16118.0
92327,2021,47365,72.0,0,10080,0,0,0.455,,706.0,89916.0,3,-1.0,-1.8369701987210297e-16,24339.333333333332
92328,2018,425,3.0,0,0,0,0,0.75,7.75,872.0,91198.0,0,0.0,1.0,0.0
92328,2019,872,4.66,0,0,0,0,0.655,6.73,872.0,91198.0,1,1.0,6.123233995736766e-17,425.0
92328,2020,3891,17.0,0,0,0,0,0.3866666666666667,,872.0,91198.0,2,1.2246467991473532e-16,-1.0,648.5
92328,2021,3473,15.0,0,0,0,0,0.39166666666666666,,872.0,91198.0,3,-1.0,-1.8369701987210297e-16,1729.3333333333333
92329,2018,7120,5.09,0,0,0,0,0.86,3.1633333333333336,16404.5,89916.0,0,0.0,1.0,0.0
92329,2019,9105,5.89,0,0,0,0,1.8125,3.9050000000000002,16404.5,89916.0,1,1.0,6.123233995736766e-17,7120.0
92329,2020,9243,11.0,0,0,0,0,1.2833333333333334,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,8112.5
92329,2021,11084,13.0,0,0,0,0,1.1483333333333332,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,8489.333333333334
92332,2018,3503,3.1999999999999997,0,0,0,0,2.0,7.385,106.0,89916.0,0,0.0,1.0,0.0
92332,2019,3443,3.0,0,0,0,0,1.0,5.33,106.0,89916.0,1,1.0,6.123233995736766e-17,3503.0
92332,2020,7713,9.0,0,0,0,0,0.445,,106.0,89916.0,2,1.2246467991473532e-16,-1.0,3473.0
92332,2021,8446,10.0,0,0,0,0,0.4166666666666667,,106.0,89916.0,3,-1.0,-1.8369701987210297e-16,4886.333333333333
92333,2018,456502,372.86,0,0,0,0,3.13,3.622,403.0,78333.0,0,0.0,1.0,0.0
92333,2019,594460,509.56000000000006,0,0,0,0,3.17,3.6019999999999994,403.0,78333.0,1,1.0,6.123233995736766e-17,456502.0
92333,2020,1133333,929.0,0,0,0,0,2.145,,403.0,78333.0,2,1.2246467991473532e-16,-1.0,525481.0
92333,2021,1333257,950.0,0,1496,0,0,2.27,,403.0,78333.0,3,-1.0,-1.8369701987210297e-16,728098.3333333334
92334,2018,5101,3.0,0,0,0,0,0.0,2.25,16404.5,89916.0,0,0.0,1.0,0.0
92334,2019,5170,3.3100000000000005,0,0,0,0,0.25,2.625,16404.5,89916.0,1,1.0,6.123233995736766e-17,5101.0
92334,2020,5764,5.0,0,0,0,0,0.2316666666666667,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,5135.5
92334,2021,4975,3.0,0,0,0,0,0.19999999999999998,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,5345.0
92335,2018,4239582,7541.07,37241,248000,1079,0,0.1708333333333333,2.154166666666667,95295.0,75198.0,0,0.0,1.0,0.0
92335,2019,5022065,8314.630000000001,223781,465070,0,4517,0.15583333333333335,2.225,95295.0,75198.0,1,1.0,6.123233995736766e-17,4239582.0
92335,2020,6766521,11050.0,462643,1358170,456318,104014,0.36000000000000004,,95295.0,75198.0,2,1.2246467991473532e-16,-1.0,4630823.5
92335,2021,7170294,10986.0,0,1377806,33795,73999,0.375,,95295.0,75198.0,3,-1.0,-1.8369701987210297e-16,5342722.666666667
92336,2018,10033590,12585.19,8913,256044,208,0,0.29916666666666664,2.089166666666667,103393.0,121989.0,0,0.0,1.0,0.0
92336,2019,11788599,13648.28,0,1277977,0,0,0.3183333333333333,2.3016666666666667,103393.0,121989.0,1,1.0,6.123233995736766e-17,10033590.0
92336,2020,15681126,17084.0,267146,661272,165656,79826,0.4066666666666667,,103393.0,121989.0,2,1.2246467991473532e-16,-1.0,10911094.5
92336,2021,17367385,17514.0,38288,889537,4620,8100,0.42333333333333334,,103393.0,121989.0,3,-1.0,-1.8369701987210297e-16,12501105.0
92337,2018,3303711,4509.31,0,61512,0,10191,0.2866666666666667,2.0516666666666667,36944.0,104936.0,0,0.0,1.0,0.0
92337,2019,3936716,4912.11,0,152619,0,0,0.27499999999999997,2.118333333333333,36944.0,104936.0,1,1.0,6.123233995736766e-17,3303711.0
92337,2020,5037575,6104.0,10871,16498,22416,8779,0.4566666666666666,,36944.0,104936.0,2,1.2246467991473532e-16,-1.0,3620213.5
92337,2021,5393715,5968.0,0,122073,991,0,0.4816666666666667,,36944.0,104936.0,3,-1.0,-1.8369701987210297e-16,4092667.3333333335
92338,2018,3845,2.57,0,0,0,0,2.25,3.5,0.0,89916.0,0,0.0,1.0,0.0
92338,2019,2046,2.24,0,0,0,0,2.0,6.0,0.0,89916.0,1,1.0,6.123233995736766e-17,3845.0
92338,2020,333,2.0,0,0,0,0,0.09000000000000001,,0.0,89916.0,2,1.2246467991473532e-16,-1.0,2945.5
92338,2021,145,1.0,0,0,0,0,0.16666666666666666,,0.0,89916.0,3,-1.0,-1.8369701987210297e-16,2074.6666666666665
92339,2018,366999,330.24,0,0,0,0,3.168,3.442,1277.0,86492.0,0,0.0,1.0,0.0
92339,2019,429043,383.8,0,0,0,0,3.19,3.4519999999999995,1277.0,86492.0,1,1.0,6.123233995736766e-17,366999.0
92339,2020,830399,746.0,192490,62154,98342,49799,2.2733333333333334,,1277.0,86492.0,2,1.2246467991473532e-16,-1.0,398021.0
92339,2021,880432,728.0,0,0,0,0,3.0583333333333336,,1277.0,86492.0,3,-1.0,-1.8369701987210297e-16,542147.0
92340,2018,1917,6.0,0,0,0,0,2.76,3.08,16404.5,89916.0,0,0.0,1.0,0.0
92340,2019,1509,5.7,0,0,0,0,2.5,3.0,16404.5,89916.0,1,1.0,6.123233995736766e-17,1917.0
92340,2020,3781,7.0,0,0,0,0,1.5516666666666667,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,1713.0
92340,2021,3648,5.0,0,0,0,0,1.1966666666666665,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,2402.3333333333335
92341,2018,415171,390.72,0,0,0,0,2.953333333333333,4.296666666666667,299.0,67188.0,0,0.0,1.0,0.0
92341,2019,524341,500.83000000000004,0,126383,0,0,3.2075,3.4775,299.0,67188.0,1,1.0,6.123233995736766e-17,415171.0
92341,2020,1012854,956.0,0,485040,0,23388,1.8933333333333333,,299.0,67188.0,2,1.2246467991473532e-16,-1.0,469756.0
92341,2021,1152264,974.0,0,3932,0,0,1.9433333333333334,,299.0,67188.0,3,-1.0,-1.8369701987210297e-16,650788.6666666666
92342,2018,939421,1058.54,0,4581,0,0,0.34,4.615833333333334,6677.0,110586.0,0,0.0,1.0,0.0
92342,2019,1075030,1137.34,0,240793,0,0,0.3325,4.621666666666667,6677.0,110586.0,1,1.0,6.123233995736766e-17,939421.0
92342,2020,1585469,1726.0,0,95276,44677,0,0.5333333333333333,,6677.0,110586.0,2,1.2246467991473532e-16,-1.0,1007225.5
92342,2021,1737671,1737.0,0,602571,0,0,0.5466666666666666,,6677.0,110586.0,3,-1.0,-1.8369701987210297e-16,1199973.3333333333
92344,2018,2677179,2966.6699999999996,38601,6456,0,0,1.0790000000000002,3.006,20671.0,99909.0,0,0.0,1.0,0.0
92344,2019,3205518,3260.48,0,345000,27268,0,1.0550000000000002,3.07,20671.0,99909.0,1,1.0,6.123233995736766e-17,2677179.0
92344,2020,4501637,4277.0,266016,13404,39947,15771,0.9233333333333333,,20671.0,99909.0,2,1.2246467991473532e-16,-1.0,2941348.5
92344,2021,5003198,4335.0,0,135492,0,0,0.9416666666666668,,20671.0,99909.0,3,-1.0,-1.8369701987210297e-16,3461444.6666666665
92345,2018,6702511,9625.94,3636,2599069,0,0,0.9,3.0090000000000003,87906.0,65949.0,0,0.0,1.0,0.0
92345,2019,7915254,10653.59,6465,956982,0,1303,0.961,3.077,87906.0,65949.0,1,1.0,6.123233995736766e-17,6702511.0
92345,2020,11287185,14736.0,8423,2412618,18039,20503,0.8849999999999999,,87906.0,65949.0,2,1.2246467991473532e-16,-1.0,7308882.5
92345,2021,12341291,14887.0,0,1364570,0,45224,1.0533333333333335,,87906.0,65949.0,3,-1.0,-1.8369701987210297e-16,8634983.333333334
92346,2018,5149482,5760.86,0,930292,0,0,0.5033333333333333,3.6333333333333333,56956.0,84818.0,0,0.0,1.0,0.0
92346,2019,5967405,6287.21,0,412957,0,13487,0.5175,3.455,56956.0,84818.0,1,1.0,6.123233995736766e-17,5149482.0
92346,2020,35673920,37348.0,37028,2263252,353492,436616,0.6166666666666667,,56956.0,84818.0,2,1.2246467991473532e-16,-1.0,5558443.5
92346,2021,9701522,9345.0,6388,699789,3971,0,0.6683333333333333,,56956.0,84818.0,3,-1.0,-1.8369701987210297e-16,15596935.666666666
92347,2018,15747,28.25,0,0,0,0,0.48250000000000004,5.0625,630.0,45733.0,0,0.0,1.0,0.0
92347,2019,15467,24.900000000000002,0,0,0,0,0.76,3.7060000000000004,630.0,45733.0,1,1.0,6.123233995736766e-17,15747.0
92347,2020,67619,91.0,0,0,0,0,0.505,,630.0,45733.0,2,1.2246467991473532e-16,-1.0,15607.0
92347,2021,75429,94.0,0,0,0,0,0.57,,630.0,45733.0,3,-1.0,-1.8369701987210297e-16,32944.333333333336
92349,2018,694,1.0,0,0,0,0,0.0,4.0,16404.5,89916.0,0,0.0,1.0,0.0
92349,2019,737,1.0,0,0,0,0,0.0,4.0,16404.5,89916.0,1,1.0,6.123233995736766e-17,694.0
92349,2020,768,1.0,0,0,0,0,0.0,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,715.5
92349,2021,268,1.0,0,0,0,0,0.0,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,733.0
92350,2018,2117,4.0,0,0,0,0,0.0,2.0,394.0,89916.0,0,0.0,1.0,0.0
92350,2019,2421,4.16,0,0,0,0,0.75,2.16,394.0,89916.0,1,1.0,6.123233995736766e-17,2117.0
92350,2020,2183,6.0,0,0,0,0,0.16666666666666666,,394.0,89916.0,2,1.2246467991473532e-16,-1.0,2269.0
92350,2021,916,5.0,0,0,0,0,0.16666666666666666,,394.0,89916.0,3,-1.0,-1.8369701987210297e-16,2240.3333333333335
92352,2018,5446973,3385.09,0,484793,0,0,2.768333333333333,3.7125,6496.0,106575.0,0,0.0,1.0,0.0
92352,2019,7110417,4407.33,0,835199,0,0,2.8466666666666662,3.7516666666666665,6496.0,106575.0,1,1.0,6.123233995736766e-17,5446973.0
92352,2020,14385424,9112.0,0,623790,0,0,2.5566666666666666,,6496.0,106575.0,2,1.2246467991473532e-16,-1.0,6278695.0
92352,2021,18018567,9679.0,0,976944,0,15930,2.7716666666666665,,6496.0,106575.0,3,-1.0,-1.8369701987210297e-16,8980938.0
92354,2018,1614823,2110.61,0,98644,0,0,0.3666666666666667,2.315,23076.0,86063.0,0,0.0,1.0,0.0
92354,2019,1849121,2297.66,0,431686,0,0,0.35333333333333333,2.265,23076.0,86063.0,1,1.0,6.123233995736766e-17,1614823.0
92354,2020,2706479,3510.0,20485,60464,0,3717,0.5316666666666666,,23076.0,86063.0,2,1.2246467991473532e-16,-1.0,1731972.0
92354,2021,3052692,3649.0,0,895,0,0,0.6166666666666667,,23076.0,86063.0,3,-1.0,-1.8369701987210297e-16,2056807.6666666667
92356,2018,402511,560.97,0,592,0,0,0.8220000000000001,4.1160000000000005,6665.0,46625.0,0,0.0,1.0,0.0
92356,2019,450110,588.88,292600,10354,0,0,0.8220000000000001,4.057,6665.0,46625.0,1,1.0,6.123233995736766e-17,402511.0
92356,2020,952162,1177.0,0,34042,0,0,0.69,,6665.0,46625.0,2,1.2246467991473532e-16,-1.0,426310.5
92356,2021,1099581,1263.0,0,0,0,0,0.6916666666666668,,6665.0,46625.0,3,-1.0,-1.8369701987210297e-16,601594.3333333334
92358,2018,212425,194.6,0,0,0,0,3.1950000000000003,4.268,712.0,92772.0,0,0.0,1.0,0.0
92358,2019,241594,230.01,0,168536,0,0,3.3609999999999998,3.883,712.0,92772.0,1,1.0,6.123233995736766e-17,212425.0
92358,2020,364734,310.0,0,81016,0,0,2.2983333333333333,,712.0,92772.0,2,1.2246467991473532e-16,-1.0,227009.5
92358,2021,440613,320.0,272263,894012,0,0,2.3783333333333334,,712.0,92772.0,3,-1.0,-1.8369701987210297e-16,272917.6666666667
92359,2018,760887,968.3000000000001,0,0,0,0,0.9833333333333334,4.123333333333334,9394.0,74408.0,0,0.0,1.0,0.0
92359,2019,888327,1057.25,0,441500,0,0,1.0916666666666666,3.908333333333333,9394.0,74408.0,1,1.0,6.123233995736766e-17,760887.0
92359,2020,2820028,3310.0,1932,0,3758,15896,1.1683333333333332,,9394.0,74408.0,2,1.2246467991473532e-16,-1.0,824607.0
92359,2021,1585082,1686.0,0,0,0,0,1.2216666666666667,,9394.0,74408.0,3,-1.0,-1.8369701987210297e-16,1489747.3333333333
92363,2018,538537,735.21,0,206606,0,0,0.6216666666666667,4.466666666666667,5392.0,40226.0,0,0.0,1.0,0.0
92363,2019,574042,741.6,0,9122,0,0,0.517,4.489,5392.0,40226.0,1,1.0,6.123233995736766e-17,538537.0
92363,2020,1300713,1656.0,0,85913,0,0,0.29833333333333334,,5392.0,40226.0,2,1.2246467991473532e-16,-1.0,556289.5
92363,2021,1452580,1742.0,0,186415,0,0,0.35000000000000003,,5392.0,40226.0,3,-1.0,-1.8369701987210297e-16,804430.6666666666
92365,2018,93986,105.87,0,0,0,0,0.364,8.039,2514.0,61944.0,0,0.0,1.0,0.0
92365,2019,107618,109.95,0,0,0,0,0.335,7.981999999999999,2514.0,61944.0,1,1.0,6.123233995736766e-17,93986.0
92365,2020,475504,543.0,0,286957,0,0,0.505,,2514.0,61944.0,2,1.2246467991473532e-16,-1.0,100802.0
92365,2021,517548,567.0,0,0,0,0,0.5016666666666666,,2514.0,61944.0,3,-1.0,-1.8369701987210297e-16,225702.66666666666
92366,2018,1534,1.86,0,0,0,0,0.285,3.5,16404.5,89916.0,0,0.0,1.0,0.0
92366,2019,1293,1.94,0,0,0,0,1.3333333333333333,2.6666666666666665,16404.5,89916.0,1,1.0,6.123233995736766e-17,1534.0
92366,2020,792,2.0,0,0,0,0,0.6666666666666666,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,1413.5
92366,2021,124,1.0,0,0,0,0,0.16666666666666666,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,1206.3333333333333
92368,2018,39908,45.440000000000005,0,0,0,0,1.2879999999999998,6.358,925.0,75000.0,0,0.0,1.0,0.0
92368,2019,39571,47.9,0,0,0,0,1.082,6.465999999999999,925.0,75000.0,1,1.0,6.123233995736766e-17,39908.0
92368,2020,95405,108.0,0,0,0,0,0.8166666666666668,,925.0,75000.0,2,1.2246467991473532e-16,-1.0,39739.5
92368,2021,108169,112.0,0,0,0,0,0.8133333333333334,,925.0,75000.0,3,-1.0,-1.8369701987210297e-16,58294.666666666664
92371,2018,1959771,1954.75,0,31320,0,0,1.248,4.904,21678.0,78761.0,0,0.0,1.0,0.0
92371,2019,2204658,2077.27,0,143726,0,0,1.2429999999999999,4.89,21678.0,78761.0,1,1.0,6.123233995736766e-17,1959771.0
92371,2020,3921825,3667.0,0,272383,23490,10079,0.8983333333333333,,21678.0,78761.0,2,1.2246467991473532e-16,-1.0,2082214.5
92371,2021,4397238,3769.0,0,846222,0,30138,0.9166666666666666,,21678.0,78761.0,3,-1.0,-1.8369701987210297e-16,2695418.0
92372,2018,797818,835.5599999999998,0,293257,0,0,1.384,3.822,4854.0,63665.0,0,0.0,1.0,0.0
92372,2019,869782,857.03,0,0,0,0,1.407,3.7049999999999996,4854.0,63665.0,1,1.0,6.123233995736766e-17,797818.0
92372,2020,1545909,1498.0,0,480237,4284,11112,1.2716666666666667,,4854.0,63665.0,2,1.2246467991473532e-16,-1.0,833800.0
92372,2021,1816130,1603.0,0,66206,0,0,1.32,,4854.0,63665.0,3,-1.0,-1.8369701987210297e-16,1071169.6666666667
92373,2018,3951715,3744.52,0,58337,0,0,1.2966666666666666,2.171666666666667,34816.0,99354.0,0,0.0,1.0,0.0
92373,2019,4399746,4011.25,0,531593,0,0,1.275,2.908333333333333,34816.0,99354.0,1,1.0,6.123233995736766e-17,3951715.0
92373,2020,6871115,6639.0,0,23951,0,34782,1.2066666666666668,,34816.0,99354.0,2,1.2246467991473532e-16,-1.0,4175730.5
92373,2021,7679946,6746.0,0,1083454,0,0,1.285,,34816.0,99354.0,3,-1.0,-1.8369701987210297e-16,5074192.0
92374,2018,3189887,4171.52,0,88102,0,0,0.2708333333333333,2.044166666666667,44287.0,96237.0,0,0.0,1.0,0.0
92374,2019,3646095,4557.280000000001,0,245974,0,0,0.23833333333333337,2.0091666666666668,44287.0,96237.0,1,1.0,6.123233995736766e-17,3189887.0
92374,2020,5521790,7148.0,257,24124,58749,31622,0.45,,44287.0,96237.0,2,1.2246467991473532e-16,-1.0,3417991.0
92374,2021,6052260,7368.0,0,230016,0,0,0.5066666666666667,,44287.0,96237.0,3,-1.0,-1.8369701987210297e-16,4119257.3333333335
92376,2018,4933742,7550.08,231417,539470,0,11458,0.1425,2.8725,84161.0,76914.0,0,0.0,1.0,0.0
92376,2019,5849020,8461.33,102624,804963,0,1349,0.12499999999999999,2.8958333333333335,84161.0,76914.0,1,1.0,6.123233995736766e-17,4933742.0
92376,2020,7559897,10926.0,213443,714758,156939,57146,0.3066666666666667,,84161.0,76914.0,2,1.2246467991473532e-16,-1.0,5391381.0
92376,2021,8018978,10835.0,202098,1694071,15655,42220,0.3116666666666667,,84161.0,76914.0,3,-1.0,-1.8369701987210297e-16,6114219.666666667
92377,2018,2154727,2388.29,0,269991,2486,25873,0.316,3.0,21685.0,111088.0,0,0.0,1.0,0.0
92377,2019,2581916,2633.08,0,90250,0,0,0.308,2.982,21685.0,111088.0,1,1.0,6.123233995736766e-17,2154727.0
92377,2020,3362701,3347.0,31931,406346,77238,53192,0.35666666666666663,,21685.0,111088.0,2,1.2246467991473532e-16,-1.0,2368321.5
92377,2021,3551270,3263.0,0,161767,0,34418,0.37666666666666665,,21685.0,111088.0,3,-1.0,-1.8369701987210297e-16,2699781.3333333335
92378,2018,122934,117.52,0,1380,0,0,3.0460000000000003,3.9240000000000004,445.0,70515.0,0,0.0,1.0,0.0
92378,2019,154446,151.08,300000,0,0,0,3.098,3.786,445.0,70515.0,1,1.0,6.123233995736766e-17,122934.0
92378,2020,257211,253.0,0,0,0,0,2.815,,445.0,70515.0,2,1.2246467991473532e-16,-1.0,138690.0
92378,2021,293837,260.0,0,17297,0,0,2.7916666666666665,,445.0,70515.0,3,-1.0,-1.8369701987210297e-16,178197.0
92382,2018,1957505,1811.34,0,13107,0,0,3.1566666666666667,3.0883333333333334,5301.0,85208.0,0,0.0,1.0,0.0
92382,2019,2458793,2266.56,0,158103,0,0,3.1616666666666666,3.061666666666667,5301.0,85208.0,1,1.0,6.123233995736766e-17,1957505.0
92382,2020,4175281,3912.0,0,116331,9269,0,2.355,,5301.0,85208.0,2,1.2246467991473532e-16,-1.0,2208149.0
92382,2021,4851250,3998.0,0,205000,0,0,2.38,,5301.0,85208.0,3,-1.0,-1.8369701987210297e-16,2863859.6666666665
92384,2018,4611,4.64,0,0,0,0,0.75,7.75,18.0,89916.0,0,0.0,1.0,0.0
92384,2019,4936,5.1,0,0,0,0,0.75,7.75,18.0,89916.0,1,1.0,6.123233995736766e-17,4611.0
92384,2020,10818,13.0,0,0,0,0,0.9733333333333333,,18.0,89916.0,2,1.2246467991473532e-16,-1.0,4773.5
92384,2021,11529,13.0,0,0,0,0,0.8966666666666666,,18.0,89916.0,3,-1.0,-1.8369701987210297e-16,6788.333333333333
92385,2018,111557,50.81,0,0,0,0,2.67,3.703333333333333,186.0,72778.0,0,0.0,1.0,0.0
92385,2019,129766,61.47,0,0,0,0,2.326,3.3480000000000003,186.0,72778.0,1,1.0,6.123233995736766e-17,111557.0
92385,2020,255408,153.0,0,0,0,0,2.7283333333333335,,186.0,72778.0,2,1.2246467991473532e-16,-1.0,120661.5
92385,2021,326940,173.0,0,0,0,0,2.685,,186.0,72778.0,3,-1.0,-1.8369701987210297e-16,165577.0
92386,2018,915282,1403.96,0,11094,0,0,2.601,3.106,2037.0,46490.0,0,0.0,1.0,0.0
92386,2019,1142041,1647.0600000000002,0,121152,0,0,2.676,2.901,2037.0,46490.0,1,1.0,6.123233995736766e-17,915282.0
92386,2020,2136631,2767.0,0,143039,8669,0,2.0749999999999997,,2037.0,46490.0,2,1.2246467991473532e-16,-1.0,1028661.5
92386,2021,2557684,2868.0,0,276724,0,0,2.131666666666667,,2037.0,46490.0,3,-1.0,-1.8369701987210297e-16,1397984.6666666667
92389,2018,3338,3.66,0,0,0,0,0.48250000000000004,5.205,169.0,26731.0,0,0.0,1.0,0.0
92389,2019,3470,3.75,0,0,0,0,0.345,5.63,169.0,26731.0,1,1.0,6.123233995736766e-17,3338.0
92389,2020,13883,19.0,0,0,0,0,0.445,,169.0,26731.0,2,1.2246467991473532e-16,-1.0,3404.0
92389,2021,16010,19.0,0,0,0,0,0.455,,169.0,26731.0,3,-1.0,-1.8369701987210297e-16,6897.0
92391,2018,626675,591.61,0,0,0,0,2.73,3.79,2192.0,70987.0,0,0.0,1.0,0.0
92391,2019,795582,737.38,0,7417,0,0,2.9233333333333333,4.058333333333334,2192.0,70987.0,1,1.0,6.123233995736766e-17,626675.0
92391,2020,1446651,1290.0,0,390148,0,0,2.8833333333333333,,2192.0,70987.0,2,1.2246467991473532e-16,-1.0,711128.5
92391,2021,1763250,1404.0,0,55520,0,0,2.921666666666667,,2192.0,70987.0,3,-1.0,-1.8369701987210297e-16,956302.6666666666
92392,2018,5222981,7122.7300000000005,31344,920021,0,0,0.7816666666666667,3.3675,64352.0,81652.0,0,0.0,1.0,0.0
92392,2019,6112794,7785.58,0,737902,0,58481,0.667,3.2079999999999997,64352.0,81652.0,1,1.0,6.123233995736766e-17,5222981.0
92392,2020,8360765,10371.0,23506,293884,103347,158366,0.6033333333333334,,64352.0,81652.0,2,1.2246467991473532e-16,-1.0,5667887.5
92392,2021,9154365,10580.0,0,219764,3199,19461,0.59,,64352.0,81652.0,3,-1.0,-1.8369701987210297e-16,6565513.333333333
92393,2018,2456,3.0,0,0,0,0,1.0,4.67,16404.5,89916.0,0,0.0,1.0,0.0
92393,2019,2615,3.0,0,0,0,0,1.0,4.67,16404.5,89916.0,1,1.0,6.123233995736766e-17,2456.0
92393,2020,3755,3.0,0,0,0,0,0.09999999999999999,,16404.5,89916.0,2,1.2246467991473532e-16,-1.0,2535.5
92393,2021,3717,3.0,0,0,0,0,0.12,,16404.5,89916.0,3,-1.0,-1.8369701987210297e-16,2942.0
92394,2018,2625654,4019.7999999999997,58242,0,0,0,0.572,2.8440000000000003,39230.0,75430.0,0,0.0,1.0,0.0
92394,2019,3083540,4324.95,0,227619,2037,0,0.6183333333333333,2.885,39230.0,75430.0,1,1.0,6.123233995736766e-17,2625654.0
92394,2020,4195979,5516.0,0,628032,13254,0,0.4383333333333333,,39230.0,75430.0,2,1.2246467991473532e-16,-1.0,2854597.0
92394,2021,4627551,5664.0,0,302970,18795,22411,0.43333333333333335,,39230.0,75430.0,3,-1.0,-1.8369701987210297e-16,3301724.3333333335
92395,2018,3140907,4677.86,0,528761,0,0,0.5383333333333334,2.9941666666666666,49323.0,57407.0,0,0.0,1.0,0.0
92395,2019,3660309,5117.610000000001,0,293529,0,0,0.5008333333333334,3.015,49323.0,57407.0,1,1.0,6.123233995736766e-17,3140907.0
92395,2020,5157239,7199.0,0,311662,0,14214,0.5416666666666666,,49323.0,57407.0,2,1.2246467991473532e-16,-1.0,3400608.0
92395,2021,5685637,7487.0,96689,508122,9999,35501,0.5566666666666666,,49323.0,57407.0,3,-1.0,-1.8369701987210297e-16,3986151.6666666665
92397,2018,1083180,1132.77,0,7201,0,0,2.664,3.138,5699.0,86370.0,0,0.0,1.0,0.0
92397,2019,1354900,1333.94,0,6860,0,0,2.6879999999999997,3.024,5699.0,86370.0,1,1.0,6.123233995736766e-17,1083180.0
92397,2020,2871149,2585.0,0,0,3578,0,2.506666666666667,,5699.0,86370.0,2,1.2246467991473532e-16,-1.0,1219040.0
92397,2021,3383306,2717.0,0,37634,0,0,2.5183333333333335,,5699.0,86370.0,3,-1.0,-1.8369701987210297e-16,1769743.0
92398,2018,83753,88.72000000000001,0,0,0,0,0.27599999999999997,7.614,1657.0,56664.0,0,0.0,1.0,0.0
92398,2019,95855,103.62,0,15217,0,0,0.266,7.668000000000001,1657.0,56664.0,1,1.0,6.123233995736766e-17,83753.0
92398,2020,215076,255.0,0,0,0,0,0.4666666666666666,,1657.0,56664.0,2,1.2246467991473532e-16,-1.0,89804.0
92398,2021,236732,274.0,0,63546,0,0,0.47833333333333333,,1657.0,56664.0,3,-1.0,-1.8369701987210297e-16,131561.33333333334
92399,2018,5230732,5590.159999999999,0,402411,0,0,1.1758333333333333,3.0483333333333333,55029.0,94718.0,0,0.0,1.0,0.0
92399,2019,6040648,6157.110000000001,0,26602,0,0,1.0816666666666668,3.1791666666666667,55029.0,94718.0,1,1.0,6.123233995736766e-17,5230732.0
92399,2020,10288140,10273.0,485184,1702876,63706,257099,1.085,,55029.0,94718.0,2,1.2246467991473532e-16,-1.0,5635690.0
92399,2021,11447388,10148.0,0,536489,0,0,1.1266666666666667,,55029.0,94718.0,3,-1.0,-1.8369701987210297e-16,7186506.666666667
92401,2018,77900,149.38,0,0,0,0,1.1670000000000003,2.863,2283.0,42898.0,0,0.0,1.0,0.0
