ZIP,Year,earned_premium,earned_exposure,cat_fire_losses,noncat_fire_losses,avg_fire_risk_score,task1a_qcrossformer_deep_task1a_deep_quantum_full2021_risk_2021,task1a_qcrossformer_deep_task1a_deep_quantum_full2021_risk_is_predicted,avg_ppc,total_population,median_income,premium_rolling_mean,year_sin,year_cos
91602,2020,3463454,3855.0,0,602564,0.3416666666666666,0.31620225,1,,19760.0,97994.0,2177096.5,1.2246467991473532e-16,-1.0
91602,2021,3971458,4075.0,0,613183,0.4533333333333333,0.31620225,1,,19760.0,97994.0,2605882.333333333,-1.0,-1.8369701987210294e-16
91604,2018,6155295,3698.45,273884,0,1.2040000000000002,1.0565782,1,1.077,32118.0,141317.0,0.0,0.0,1.0
91604,2019,7001721,4016.62,0,33317,1.2049999999999998,1.0565782,1,1.057,32118.0,141317.0,6155295.0,1.0,6.123233995736766e-17
91604,2020,10802414,7237.0,0,503836,1.106666666666667,1.0565782,1,,32118.0,141317.0,6578508.0,1.2246467991473532e-16,-1.0
91604,2021,12629290,7631.0,0,252173,1.22,1.0565782,1,,32118.0,141317.0,7986476.666666667,-1.0,-1.8369701987210294e-16
91605,2018,2511329,3781.22,25983,131101,0.1466666666666666,0.3088941,1,1.0958333333333334,52086.0,64539.0,0.0,0.0,1.0
91605,2019,2813750,3990.83,0,201437,0.1241666666666666,0.3088941,1,1.1241666666666668,52086.0,64539.0,2511329.0,1.0,6.123233995736766e-17
91605,2020,4108000,6048.0,231025,672754,0.3466666666666667,0.3088941,1,,52086.0,64539.0,2662539.5,1.2246467991473532e-16,-1.0
91605,2021,4617468,6170.0,0,627121,0.425,0.3088941,1,,52086.0,64539.0,3144359.6666666665,-1.0,-1.8369701987210294e-16
91606,2018,2077203,3183.27,0,32565,0.194,0.27077222,1,1.054,43202.0,66884.0,0.0,0.0,1.0
91606,2019,2314320,3392.83,0,0,0.15,0.27077222,1,1.049,43202.0,66884.0,2077203.0,1.0,6.123233995736766e-17
91606,2020,3422990,5310.0,4544,167724,0.2649999999999999,0.27077222,1,,43202.0,66884.0,2195761.5,1.2246467991473532e-16,-1.0
91606,2021,3882104,5540.0,0,0,0.3333333333333333,0.27077222,1,,43202.0,66884.0,2604837.6666666665,-1.0,-1.8369701987210294e-16
91607,2018,2446171,2635.25,0,306926,0.2,0.2791943,1,1.06,30918.0,84925.0,0.0,0.0,1.0
91607,2019,2722873,2849.27,0,14965,0.1709999999999999,0.2791943,1,1.058,30918.0,84925.0,2446171.0,1.0,6.123233995736766e-17
91607,2020,4164150,5103.0,0,18669,0.2783333333333333,0.2791943,1,,30918.0,84925.0,2584522.0,1.2246467991473532e-16,-1.0
91607,2021,4615405,5222.0,0,8310,0.3633333333333333,0.2791943,1,,30918.0,84925.0,3111064.6666666665,-1.0,-1.8369701987210294e-16
91701,2018,4364462,4927.95,0,103317,0.2633333333333333,0.3917417,1,2.083333333333333,38597.0,113576.0,0.0,0.0,1.0
91701,2019,4910191,5251.03,0,500304,0.2425,0.3917417,1,2.0283333333333333,38597.0,113576.0,4364462.0,1.0,6.123233995736766e-17
91701,2020,7407504,7794.0,17245,471268,0.4616666666666666,0.3917417,1,,38597.0,113576.0,4637326.5,1.2246467991473532e-16,-1.0
91701,2021,8092800,7855.0,0,291627,0.4966666666666666,0.3917417,1,,38597.0,113576.0,5560719.0,-1.0,-1.8369701987210294e-16
91702,2018,2768704,4607.49,0,393569,0.2299999999999999,0.40772817,1,2.9175,61766.0,87577.0,0.0,0.0,1.0
91702,2019,3188351,5020.48,12715,111724,0.215,0.40772817,1,2.9425000000000003,61766.0,87577.0,2768704.0,1.0,6.123233995736766e-17
91702,2020,5274339,8254.0,339736,673034,0.4949999999999999,0.40772817,1,,61766.0,87577.0,2978527.5,1.2246467991473532e-16,-1.0
91702,2021,5676990,8231.0,0,676380,0.535,0.40772817,1,,61766.0,87577.0,3743798.0,-1.0,-1.8369701987210294e-16
91706,2018,2920797,6016.91,42580,140307,0.1374999999999999,0.33275533,1,2.825833333333333,71620.0,79473.0,0.0,0.0,1.0
91706,2019,3355415,6463.98,0,323008,0.1233333333333333,0.33275533,1,2.8350000000000004,71620.0,79473.0,2920797.0,1.0,6.123233995736766e-17
91706,2020,5112880,9636.0,46488,1053486,0.3916666666666666,0.33275533,1,,71620.0,79473.0,3138106.0,1.2246467991473532e-16,-1.0
91706,2021,5488891,9606.0,0,878606,0.43,0.33275533,1,,71620.0,79473.0,3796364.0,-1.0,-1.8369701987210294e-16
91708,2018,710849,1053.28,0,0,0.265,0.31145936,1,2.825,17308.0,104242.0,0.0,0.0,1.0
91708,2019,924407,1345.99,0,0,0.185,0.31145936,1,2.1830000000000003,17308.0,104242.0,710849.0,1.0,6.123233995736766e-17
91708,2020,1481016,2402.0,16000,0,0.3316666666666666,0.31145936,1,,17308.0,104242.0,817628.0,1.2246467991473532e-16,-1.0
91708,2021,1810532,2772.0,0,0,0.3483333333333333,0.31145936,1,,17308.0,104242.0,1038757.3333333334,-1.0,-1.8369701987210294e-16
91709,2018,10373044,10624.49,75094,848884,0.8024999999999999,0.77709943,1,2.8775,78200.0,122784.0,0.0,0.0,1.0
91709,2019,11957690,11682.71,230000,1933664,0.7174999999999999,0.77709943,1,2.356666666666667,78200.0,122784.0,10373044.0,1.0,6.123233995736766e-17
91709,2020,17614089,16868.0,76861,1054906,0.875,0.77709943,1,,78200.0,122784.0,11165367.0,1.2246467991473532e-16,-1.0
91709,2021,19828904,17114.0,0,190891,0.9216666666666667,0.77709943,1,,78200.0,122784.0,13314941.0,-1.0,-1.8369701987210294e-16
91710,2018,6249739,8257.0,0,147226,0.1566666666666666,0.32788637,1,2.9125,80186.0,104205.0,0.0,0.0,1.0
91710,2019,7105131,8881.5,0,419844,0.1458333333333333,0.32788637,1,2.236666666666667,80186.0,104205.0,6249739.0,1.0,6.123233995736766e-17
91710,2020,10562454,13547.0,21060,1655813,0.3783333333333333,0.32788637,1,,80186.0,104205.0,6677435.0,1.2246467991473532e-16,-1.0
91710,2021,11592655,13727.0,0,571155,0.4033333333333333,0.32788637,1,,80186.0,104205.0,7972441.333333333,-1.0,-1.8369701987210294e-16
91711,2018,3313125,3122.39,0,432121,0.572,0.60761,1,2.852,37538.0,121970.0,0.0,0.0,1.0
91711,2019,3780241,3414.74,0,59996,0.599,0.60761,1,2.852,37538.0,121970.0,3313125.0,1.0,6.123233995736766e-17
91711,2020,7003611,6466.0,30167,420734,0.695,0.60761,1,,37538.0,121970.0,3546683.0,1.2246467991473532e-16,-1.0
91711,2021,7858433,6588.0,0,992531,0.7266666666666667,0.60761,1,,37538.0,121970.0,4698992.333333333,-1.0,-1.8369701987210294e-16
91719,2018,16129,15.76,0,0,0.03,0.1296243,1,2.28,16404.5,89916.0,0.0,0.0,1.0
91719,2019,14318,13.58,0,0,0.0,0.1296243,1,2.15,16404.5,89916.0,16129.0,1.0,6.123233995736766e-17
91719,2020,10983,9.0,0,0,0.0,0.1296243,1,,16404.5,89916.0,15223.5,1.2246467991473532e-16,-1.0
91719,2021,13318,9.0,0,0,0.0,0.1296243,1,,16404.5,89916.0,13810.0,-1.0,-1.8369701987210294e-16
91720,2018,11736,10.59,0,0,0.6799999999999999,0.21955627,1,2.0,16404.5,89916.0,0.0,0.0,1.0
91720,2019,12313,11.0,0,0,0.36,0.21955627,1,2.0,16404.5,89916.0,11736.0,1.0,6.123233995736766e-17
91720,2020,9828,8.0,0,0,0.0666666666666666,0.21955627,1,,16404.5,89916.0,12024.5,1.2246467991473532e-16,-1.0
91720,2021,9040,5.0,0,0,0.0949999999999999,0.21955627,1,,16404.5,89916.0,11292.333333333334,-1.0,-1.8369701987210294e-16
91722,2018,1928122,3275.59,0,226477,0.1441666666666666,0.32200027,1,2.8783333333333334,34087.0,98033.0,0.0,0.0,1.0
91722,2019,2193134,3498.2200000000003,0,200000,0.1191666666666666,0.32200027,1,2.908333333333333,34087.0,98033.0,1928122.0,1.0,6.123233995736766e-17
91722,2020,3380947,5302.0,121898,211243,0.3733333333333333,0.32200027,1,,34087.0,98033.0,2060628.0,1.2246467991473532e-16,-1.0
91722,2021,3626280,5301.0,0,49063,0.395,0.32200027,1,,34087.0,98033.0,2500734.333333333,-1.0,-1.8369701987210294e-16
91723,2018,886101,1369.09,0,0,0.157,0.39274994,1,2.855,18200.0,87363.0,0.0,0.0,1.0
91723,2019,997144,1458.56,0,8450,0.137,0.39274994,1,2.8760000000000003,18200.0,87363.0,886101.0,1.0,6.123233995736766e-17
91723,2020,1645948,2557.0,15681,162908,0.4916666666666667,0.39274994,1,,18200.0,87363.0,941622.5,1.2246467991473532e-16,-1.0
91723,2021,1811404,2614.0,0,0,0.5316666666666666,0.39274994,1,,18200.0,87363.0,1176397.6666666667,-1.0,-1.8369701987210294e-16
91724,2018,2089134,2320.5,0,199128,0.5191666666666667,0.66476285,1,2.8683333333333336,28113.0,102129.0,0.0,0.0,1.0
91724,2019,2349238,2463.65,0,316939,0.5366666666666667,0.66476285,1,2.845,28113.0,102129.0,2089134.0,1.0,6.123233995736766e-17
91724,2020,3887998,4160.0,33951,920992,0.7866666666666666,0.66476285,1,,28113.0,102129.0,2219186.0,1.2246467991473532e-16,-1.0
91724,2021,4278563,4159.0,0,2105,0.8083333333333332,0.66476285,1,,28113.0,102129.0,2775456.6666666665,-1.0,-1.8369701987210294e-16
91729,2018,18,0.15,0,0,0.0,0.19968647,1,2.0,16404.5,89916.0,0.0,0.0,1.0
91729,2019,460,1.28,0,0,0.0,0.19968647,1,2.0,16404.5,89916.0,18.0,1.0,6.123233995736766e-17
91729,2020,1123,3.0,0,0,0.1666666666666666,0.19968647,1,,16404.5,89916.0,239.0,1.2246467991473532e-16,-1.0
91729,2021,1124,2.0,0,0,0.1666666666666666,0.19968647,1,,16404.5,89916.0,533.6666666666666,-1.0,-1.8369701987210294e-16
91730,2018,3718612,6159.55,25394,88837,0.1866666666666666,0.32425958,1,2.066666666666667,71692.0,89654.0,0.0,0.0,1.0
91730,2019,4232087,6857.26,0,276849,0.1641666666666666,0.32425958,1,2.049166666666667,71692.0,89654.0,3718612.0,1.0,6.123233995736766e-17
91730,2020,6427233,11046.0,21950,176983,0.365,0.32425958,1,,71692.0,89654.0,3975349.5,1.2246467991473532e-16,-1.0
91730,2021,7100761,11400.0,0,447145,0.4016666666666666,0.32425958,1,,71692.0,89654.0,4792644.0,-1.0,-1.8369701987210294e-16
91731,2018,839896,1818.94,0,125352,0.1408333333333333,0.32731718,1,2.5500000000000003,28122.0,60887.0,0.0,0.0,1.0
91731,2019,937698,1915.79,0,11340,0.1225,0.32731718,1,2.1225,28122.0,60887.0,839896.0,1.0,6.123233995736766e-17
91731,2020,1507897,3067.0,14653,2618,0.3816666666666666,0.32731718,1,,28122.0,60887.0,888797.0,1.2246467991473532e-16,-1.0
91731,2021,1637180,3101.0,0,31373,0.3983333333333334,0.32731718,1,,28122.0,60887.0,1095163.6666666667,-1.0,-1.8369701987210294e-16
91732,2018,1990644,4070.95,0,457903,0.1433333333333333,0.33975735,1,2.555,58056.0,67172.0,0.0,0.0,1.0
91732,2019,2227672,4303.79,0,172979,0.1408333333333333,0.33975735,1,2.178333333333333,58056.0,67172.0,1990644.0,1.0,6.123233995736766e-17
91732,2020,3450081,6732.0,1032623,431693,0.4000000000000001,0.33975735,1,,58056.0,67172.0,2109158.0,1.2246467991473532e-16,-1.0
91732,2021,3783729,6855.0,0,780868,0.4416666666666667,0.33975735,1,,58056.0,67172.0,2556132.333333333,-1.0,-1.8369701987210294e-16
91733,2018,1249299,2643.25,0,348160,0.1616666666666666,0.31477258,1,2.6341666666666668,41716.0,67245.0,0.0,0.0,1.0
91733,2019,1408234,2819.07,0,42419,0.15,0.31477258,1,2.1750000000000003,41716.0,67245.0,1249299.0,1.0,6.123233995736766e-17
91733,2020,2128880,4291.0,46969,0,0.3516666666666666,0.31477258,1,,41716.0,67245.0,1328766.5,1.2246467991473532e-16,-1.0
91733,2021,2371609,4374.0,0,5476,0.3799999999999999,0.31477258,1,,41716.0,67245.0,1595471.0,-1.0,-1.8369701987210294e-16
91734,2018,711,1.0,0,0,0.0,0.12824905,1,2.0,16404.5,89916.0,0.0,0.0,1.0
91734,2019,768,1.0,0,0,0.0,0.12824905,1,2.0,16404.5,89916.0,711.0,1.0,6.123233995736766e-17
91734,2020,863,1.0,0,0,0.0,0.12824905,1,,16404.5,89916.0,739.5,1.2246467991473532e-16,-1.0
91734,2021,980,1.0,0,0,0.0,0.12824905,1,,16404.5,89916.0,780.6666666666666,-1.0,-1.8369701987210294e-16
91737,2018,3785889,3127.11,0,138968,0.513,0.627031,1,1.996,22797.0,116903.0,0.0,0.0,1.0
91737,2019,4332774,3389.7,0,265668,0.533,0.627031,1,1.986,22797.0,116903.0,3785889.0,1.0,6.123233995736766e-17
91737,2020,6183842,4811.0,6149,210529,0.7383333333333333,0.627031,1,,22797.0,116903.0,4059331.5,1.2246467991473532e-16,-1.0
91737,2021,6866380,4813.0,0,23065,0.7883333333333334,0.627031,1,,22797.0,116903.0,4767501.666666667,-1.0,-1.8369701987210294e-16
91739,2018,5069458,5085.15,0,234004,0.45,0.4122149,1,2.0025,41722.0,141475.0,0.0,0.0,1.0
91739,2019,5943908,5585.63,0,569685,0.6291666666666667,0.4122149,1,2.004166666666667,41722.0,141475.0,5069458.0,1.0,6.123233995736766e-17
91739,2020,8169706,7463.0,51398,154144,0.4083333333333334,0.4122149,1,,41722.0,141475.0,5506683.0,1.2246467991473532e-16,-1.0
91739,2021,9037095,7605.0,0,323052,0.49,0.4122149,1,,41722.0,141475.0,6394357.333333333,-1.0,-1.8369701987210294e-16
91740,2018,1440867,2200.9700000000003,0,103468,0.2575,0.416242,1,2.87,26160.0,98819.0,0.0,0.0,1.0
91740,2019,1642865,2417.96,0,120181,0.2374999999999999,0.416242,1,2.9,26160.0,98819.0,1440867.0,1.0,6.123233995736766e-17
91740,2020,2861005,4190.0,259150,195528,0.5033333333333333,0.416242,1,,26160.0,98819.0,1541866.0,1.2246467991473532e-16,-1.0
91740,2021,3122442,4223.0,7600,13352,0.5416666666666666,0.416242,1,,26160.0,98819.0,1981579.0,-1.0,-1.8369701987210294e-16
91741,2018,2889613,2787.1,0,73272,0.6941666666666667,0.81166905,1,2.915833333333333,26166.0,127063.0,0.0,0.0,1.0
91741,2019,3262685,3008.55,0,119776,0.6999999999999998,0.81166905,1,2.904166666666667,26166.0,127063.0,2889613.0,1.0,6.123233995736766e-17
91741,2020,5995051,5368.0,219467,15684,0.93,0.81166905,1,,26166.0,127063.0,3076149.0,1.2246467991473532e-16,-1.0
91741,2021,6830063,5411.0,0,7067,0.9916666666666668,0.81166905,1,,26166.0,127063.0,4049116.3333333335,-1.0,-1.8369701987210294e-16
91744,2018,4217647,6937.48,163123,290699,0.1733333333333333,0.3407453,1,2.65,78253.0,92624.0,0.0,0.0,1.0
91744,2019,4760210,7389.75,90000,717307,0.1599999999999999,0.3407453,1,2.1708333333333334,78253.0,92624.0,4217647.0,1.0,6.123233995736766e-17
91744,2020,6836375,10317.0,55613,972877,0.3966666666666666,0.3407453,1,,78253.0,92624.0,4488928.5,1.2246467991473532e-16,-1.0
91744,2021,7300402,10250.0,18036,86259,0.425,0.3407453,1,,78253.0,92624.0,5271410.666666667,-1.0,-1.8369701987210294e-16
91745,2018,4864352,6080.06,0,711387,0.4783333333333333,0.5911366,1,2.5875,54996.0,106611.0,0.0,0.0,1.0
91745,2019,5533801,6513.179999999999,0,940428,0.4641666666666666,0.5911366,1,2.103333333333333,54996.0,106611.0,4864352.0,1.0,6.123233995736766e-17
91745,2020,17589578,20102.0,35722,573514,0.7016666666666667,0.5911366,1,,54996.0,106611.0,5199076.5,1.2246467991473532e-16,-1.0
91745,2021,9779316,10158.0,0,484958,0.7166666666666667,0.5911366,1,,54996.0,106611.0,9329243.666666666,-1.0,-1.8369701987210294e-16
91746,2018,1685147,2809.44,0,92611,0.1983333333333333,0.3426251,1,2.6908333333333334,28256.0,84967.0,0.0,0.0,1.0
91746,2019,1892448,2951.42,0,85672,0.1366666666666667,0.3426251,1,2.1416666666666666,28256.0,84967.0,1685147.0,1.0,6.123233995736766e-17
91746,2020,2653954,4060.0,43004,173274,0.4016666666666666,0.3426251,1,,28256.0,84967.0,1788797.5,1.2246467991473532e-16,-1.0
91746,2021,2813051,4011.0,0,360938,0.445,0.3426251,1,,28256.0,84967.0,2077183.0,-1.0,-1.8369701987210294e-16
91748,2018,3536714,4427.04,0,122267,0.3108333333333333,0.43095464,1,2.5591666666666666,43137.0,83455.0,0.0,0.0,1.0
91748,2019,4063103,4808.55,0,0,0.2908333333333333,0.43095464,1,2.1808333333333336,43137.0,83455.0,3536714.0,1.0,6.123233995736766e-17
91748,2020,6270180,7469.0,0,870034,0.51,0.43095464,1,,43137.0,83455.0,3799908.5,1.2246467991473532e-16,-1.0
91748,2021,6851026,7438.0,14673,1058933,0.545,0.43095464,1,,43137.0,83455.0,4623332.333333333,-1.0,-1.8369701987210294e-16
91750,2018,3105529,3491.93,0,34113,0.48,0.62443364,1,2.9175,33267.0,104827.0,0.0,0.0,1.0
91750,2019,3587201,3764.72,0,29290,0.4866666666666666,0.62443364,1,2.978333333333333,33267.0,104827.0,3105529.0,1.0,6.123233995736766e-17
91750,2020,6497998,6917.0,55870,1140259,0.745,0.62443364,1,,33267.0,104827.0,3346365.0,1.2246467991473532e-16,-1.0
91750,2021,7308136,7045.0,0,296391,0.8066666666666666,0.62443364,1,,33267.0,104827.0,4396909.333333333,-1.0,-1.8369701987210294e-16
91752,2018,3042885,3943.04,0,217593,0.2075,0.33432508,1,3.6991666666666663,37551.0,113450.0,0.0,0.0,1.0
91752,2019,3588611,4431.73,0,382497,0.1941666666666666,0.33432508,1,3.165833333333333,37551.0,113450.0,3042885.0,1.0,6.123233995736766e-17
91752,2020,5162597,6403.0,3499,657313,0.3766666666666666,0.33432508,1,,37551.0,113450.0,3315748.0,1.2246467991473532e-16,-1.0
91752,2021,5658099,6423.0,0,585861,0.4166666666666667,0.33432508,1,,37551.0,113450.0,3931364.3333333335,-1.0,-1.8369701987210294e-16
91754,2018,1608418,2856.92,0,0,0.219,0.3020304,1,1.104,33176.0,81890.0,0.0,0.0,1.0
91754,2019,1788916,3048.6200000000003,0,0,0.197,0.3020304,1,1.102,33176.0,81890.0,1608418.0,1.0,6.123233995736766e-17
91754,2020,2887298,4917.0,0,103543,0.315,0.3020304,1,,33176.0,81890.0,1698667.0,1.2246467991473532e-16,-1.0
91754,2021,3167046,4979.0,0,0,0.3416666666666666,0.3020304,1,,33176.0,81890.0,2094877.3333333333,-1.0,-1.8369701987210294e-16
91755,2018,1079194,2027.94,0,7222,0.2179999999999999,0.2953006,1,1.053,26413.0,74362.0,0.0,0.0,1.0
91755,2019,1200560,2213.36,0,95000,0.183,0.2953006,1,1.0550000000000002,26413.0,74362.0,1079194.0,1.0,6.123233995736766e-17
91755,2020,1989486,3648.0,0,0,0.305,0.2953006,1,,26413.0,74362.0,1139877.0,1.2246467991473532e-16,-1.0
91755,2021,2193901,3699.0,0,594274,0.3383333333333334,0.2953006,1,,26413.0,74362.0,1423080.0,-1.0,-1.8369701987210294e-16
91759,2018,84996,88.44,0,0,2.64,2.1692636,1,4.3725000000000005,290.0,118750.0,0.0,0.0,1.0
91759,2019,108401,103.75,0,0,3.0525,2.1692636,1,4.675,290.0,118750.0,84996.0,1.0,6.123233995736766e-17
91759,2020,334745,284.0,0,0,1.9166666666666667,2.1692636,1,,290.0,118750.0,96698.5,1.2246467991473532e-16,-1.0
91759,2021,391215,272.0,0,0,1.9466666666666663,2.1692636,1,,290.0,118750.0,176047.33333333334,-1.0,-1.8369701987210294e-16
91760,2018,10359,7.38,0,0,0.27,0.2095626,1,3.59,16404.5,89916.0,0.0,0.0,1.0
91760,2019,10016,7.0,0,0,0.43,0.2095626,1,3.0,16404.5,89916.0,10359.0,1.0,6.123233995736766e-17
91760,2020,6402,4.0,0,0,0.0833333333333333,0.2095626,1,,16404.5,89916.0,10187.5,1.2246467991473532e-16,-1.0
91760,2021,4569,3.0,0,0,0.1116666666666666,0.2095626,1,,16404.5,89916.0,8925.666666666666,-1.0,-1.8369701987210294e-16
91761,2018,4126538,5994.970000000001,14480,14323,0.1766666666666666,0.31968382,1,1.94,62506.0,97396.0,0.0,0.0,1.0
91761,2019,4754204,6612.56,0,652916,0.1525,0.31968382,1,1.9525,62506.0,97396.0,4126538.0,1.0,6.123233995736766e-17
91761,2020,6868964,9764.0,0,588516,0.36,0.31968382,1,,62506.0,97396.0,4440371.0,1.2246467991473532e-16,-1.0
91761,2021,7663992,10204.0,0,815844,0.3833333333333333,0.31968382,1,,62506.0,97396.0,5249902.0,-1.0,-1.8369701987210294e-16
91762,2018,3251144,4957.81,196448,187968,0.1475,0.31961223,1,2.029166666666667,63656.0,76289.0,0.0,0.0,1.0
91762,2019,3813398,5630.32,0,638118,0.1341666666666666,0.31961223,1,2.033333333333333,63656.0,76289.0,3251144.0,1.0,6.123233995736766e-17
91762,2020,5728626,8868.0,27016,1283642,0.365,0.31961223,1,,63656.0,76289.0,3532271.0,1.2246467991473532e-16,-1.0
91762,2021,6368951,9205.0,0,1690097,0.3933333333333333,0.31961223,1,,63656.0,76289.0,4264389.333333333,-1.0,-1.8369701987210294e-16
91763,2018,1956281,3084.8099999999995,0,138149,0.1608333333333333,0.31007752,1,2.8466666666666662,37515.0,77627.0,0.0,0.0,1.0
91763,2019,2238638,3349.9300000000003,349999,203536,0.1516666666666666,0.31007752,1,2.8683333333333336,37515.0,77627.0,1956281.0,1.0,6.123233995736766e-17
91763,2020,3172489,4853.0,39553,437013,0.3433333333333333,0.31007752,1,,37515.0,77627.0,2097459.5,1.2246467991473532e-16,-1.0
91763,2021,3427393,4912.0,0,518812,0.3716666666666666,0.31007752,1,,37515.0,77627.0,2455802.6666666665,-1.0,-1.8369701987210294e-16
91764,2018,2785185,4524.97,0,565781,0.1775,0.31681952,1,1.9375,55412.0,75605.0,0.0,0.0,1.0
91764,2019,3095288,4931.23,0,362894,0.1641666666666666,0.31681952,1,1.945,55412.0,75605.0,2785185.0,1.0,6.123233995736766e-17
91764,2020,4317370,7205.0,4103,328906,0.3516666666666666,0.31681952,1,,55412.0,75605.0,2940236.5,1.2246467991473532e-16,-1.0
91764,2021,4672108,7369.0,0,710304,0.3783333333333333,0.31681952,1,,55412.0,75605.0,3399281.0,-1.0,-1.8369701987210294e-16
91765,2018,5615981,5300.27,0,859223,0.8841666666666667,0.8656449,1,2.6341666666666668,44779.0,104737.0,0.0,0.0,1.0
91765,2019,6573742,5847.710000000001,0,9166,0.9133333333333334,0.8656449,1,2.228333333333333,44779.0,104737.0,5615981.0,1.0,6.123233995736766e-17
91765,2020,10803655,9480.0,78945,549591,0.945,0.8656449,1,,44779.0,104737.0,6094861.5,1.2246467991473532e-16,-1.0
91765,2021,12300060,9639.0,0,464299,1.005,0.8656449,1,,44779.0,104737.0,7664459.333333333,-1.0,-1.8369701987210294e-16
91766,2018,3511687,5325.530000000001,0,364068,0.4041666666666666,0.43298724,1,2.609166666666667,68673.0,77699.0,0.0,0.0,1.0
91766,2019,3965002,5756.08,0,156308,0.3891666666666666,0.43298724,1,2.2225,68673.0,77699.0,3511687.0,1.0,6.123233995736766e-17
91766,2020,5921030,8786.0,105409,1055659,0.4883333333333333,0.43298724,1,,68673.0,77699.0,3738344.5,1.2246467991473532e-16,-1.0
91766,2021,6536233,9064.0,0,580914,0.52,0.43298724,1,,68673.0,77699.0,4465906.333333333,-1.0,-1.8369701987210294e-16
91767,2018,2477461,4103.41,71020,141978,0.1316666666666666,0.32581994,1,2.5825,50308.0,80201.0,0.0,0.0,1.0
91767,2019,2807202,4481.92,0,283955,0.1116666666666666,0.32581994,1,2.3283333333333336,50308.0,80201.0,2477461.0,1.0,6.123233995736766e-17
91767,2020,4157070,6843.0,105291,2291935,0.3816666666666666,0.32581994,1,,50308.0,80201.0,2642331.5,1.2246467991473532e-16,-1.0
91767,2021,4489238,6889.0,35488,199139,0.415,0.32581994,1,,50308.0,80201.0,3147244.333333333,-1.0,-1.8369701987210294e-16
91768,2018,1437472,2439.19,0,195134,0.1666666666666666,0.34363112,1,2.560833333333333,34921.0,76313.0,0.0,0.0,1.0
91768,2019,1645490,2636.44,0,18635,0.1608333333333333,0.34363112,1,2.105833333333333,34921.0,76313.0,1437472.0,1.0,6.123233995736766e-17
91768,2020,2561201,4060.0,50578,739273,0.4016666666666666,0.34363112,1,,34921.0,76313.0,1541481.0,1.2246467991473532e-16,-1.0
91768,2021,2774520,4057.0,0,254781,0.435,0.34363112,1,,34921.0,76313.0,1881387.6666666667,-1.0,-1.8369701987210294e-16
91770,2018,2635782,5393.2300000000005,0,215010,0.155,0.33153674,1,2.4758333333333336,58893.0,73757.0,0.0,0.0,1.0
91770,2019,2940405,5667.73,0,175000,0.1475,0.33153674,1,2.1725,58893.0,73757.0,2635782.0,1.0,6.123233995736766e-17
91770,2020,4755121,8849.0,6441,945542,0.3833333333333333,0.33153674,1,,58893.0,73757.0,2788093.5,1.2246467991473532e-16,-1.0
91770,2021,5197198,8947.0,0,360914,0.385,0.33153674,1,,58893.0,73757.0,3443769.333333333,-1.0,-1.8369701987210294e-16
91773,2018,3061267,3425.1800000000003,0,603966,0.9166666666666666,0.9254749,1,2.8791666666666664,33917.0,105926.0,0.0,0.0,1.0
91773,2019,3525010,3669.35,0,35441,0.9283333333333332,0.9254749,1,2.8966666666666665,33917.0,105926.0,3061267.0,1.0,6.123233995736766e-17
91773,2020,6046043,6551.0,131422,1017871,1.0116666666666667,0.9254749,1,,33917.0,105926.0,3293138.5,1.2246467991473532e-16,-1.0
91773,2021,6752924,6635.0,0,411526,1.0516666666666667,0.9254749,1,,33917.0,105926.0,4210773.333333333,-1.0,-1.8369701987210294e-16
91775,2018,1770587,2455.19,0,86434,0.162,0.39632407,1,2.716,23776.0,113703.0,0.0,0.0,1.0
91775,2019,1969015,2592.81,0,23305,0.133,0.39632407,1,2.4210000000000003,23776.0,113703.0,1770587.0,1.0,6.123233995736766e-17
91775,2020,3201639,4370.0,13286,357986,0.4983333333333333,0.39632407,1,,23776.0,113703.0,1869801.0,1.2246467991473532e-16,-1.0
91775,2021,3476455,4392.0,0,0,0.56,0.39632407,1,,23776.0,113703.0,2313747.0,-1.0,-1.8369701987210294e-16
91776,2018,1309657,2704.61,68046,4085,0.168,0.28788778,1,2.8920000000000003,37769.0,79926.0,0.0,0.0,1.0
91776,2019,1478124,2941.5,0,527416,0.1291666666666666,0.28788778,1,3.020833333333333,37769.0,79926.0,1309657.0,1.0,6.123233995736766e-17
91776,2020,2414148,4787.0,11732,219394,0.305,0.28788778,1,,37769.0,79926.0,1393890.5,1.2246467991473532e-16,-1.0
91776,2021,2662653,4891.0,0,100630,0.3416666666666666,0.28788778,1,,37769.0,79926.0,1733976.3333333333,-1.0,-1.8369701987210294e-16
91780,2018,2168275,3571.82,0,494639,0.176,0.3962716,1,2.506,35136.0,101746.0,0.0,0.0,1.0
91780,2019,2426116,3788.76,0,19720,0.149,0.3962716,1,2.023,35136.0,101746.0,2168275.0,1.0,6.123233995736766e-17
91780,2020,4026450,6410.0,32559,129357,0.4933333333333333,0.3962716,1,,35136.0,101746.0,2297195.5,1.2246467991473532e-16,-1.0
91780,2021,4390366,6457.0,0,888055,0.5483333333333333,0.3962716,1,,35136.0,101746.0,2873613.6666666665,-1.0,-1.8369701987210294e-16
91784,2018,3894223,3464.2699999999995,0,386991,0.2858333333333333,0.44576108,1,2.2025,26900.0,157118.0,0.0,0.0,1.0
91784,2019,4413201,3716.26,0,252412,0.2866666666666667,0.44576108,1,2.155,26900.0,157118.0,3894223.0,1.0,6.123233995736766e-17
